beta,mean_variance,std_variance,count,sem,ci95
0.1,0.49422506988048553,0.016575556259140735,6,0.00676694250628179,0.013263207312312309
0.2,0.9408872822920481,0.0061678484234607995,6,0.002518013574718104,0.004935306606447485
0.3,1.2177457412083943,0.005394967741675482,6,0.0022024863576467035,0.004316873260987539
0.4,1.2428657015164692,0.002453311994977193,6,0.0010015604279239286,0.0019630584387309
0.5,1.1915308237075806,0.0022315052871152456,6,0.0009110082186258709,0.001785576108506707
0.6,1.1168902317682903,0.0028616872827465388,6,0.001168278941023452,0.0022898267244059658
0.7,1.052389641602834,0.0020628583604381714,6,0.0008421583991179708,0.0016506304622712228
0.8,1.007036844889323,0.0024135673481986523,6,0.0009853347438214992,0.0019312560978901382
0.9,0.9802762965361277,0.0014193494941460894,6,0.0005794470045558898,0.001135716128929544
